N;par;2
400;19
1960;47
3520;127
5080;242
6640;384
8200;574
9760;801
11320;1073
12880;1388
14440;1736
16000;2128
N;par;4
400;13
1960;23
3520;47
5080;74
6640;113
8200;167
9760;251
11320;300
12880;372
14440;463
16000;562
N;par;8
400;36
1960;36
3520;44
5080;48
6640;63
8200;79
9760;95
11320;116
12880;138
14440;162
16000;187
N;par;12
400;155
1960;161
3520;159
5080;168
6640;194
8200;188
9760;201
11320;214
12880;229
14440;228
16000;247
