N;par;2
400;6
1960;16
3520;24
5080;25
6640;33
8200;43
9760;54
11320;64
12880;78
14440;90
16000;105
N;par;4
400;11
1960;16
3520;24
5080;32
6640;39
8200;44
9760;52
11320;63
12880;76
14440;90
16000;102
N;par;8
400;40
1960;36
3520;38
5080;46
6640;52
8200;60
9760;71
11320;80
12880;93
14440;104
16000;118
N;par;12
400;165
1960;157
3520;163
5080;169
6640;171
8200;180
9760;193
11320;203
12880;217
14440;240
16000;258
