N;par;2
400;51
1960;208
3520;515
5080;956
6640;1486
8200;2283
9760;3133
11320;4138
12880;5164
14440;5539
16000;6058
N;par;4
400;85
1960;241
3520;522
5080;936
6640;1504
8200;2255
9760;3160
11320;4164
12880;5329
14440;5706
16000;6520
N;par;8
400;145
1960;311
3520;669
5080;1110
6640;1688
8200;2429
9760;3306
11320;4323
12880;5231
14440;4600
16000;5382
N;par;12
400;192
1960;383
3520;617
5080;1150
6640;1740
8200;2532
9760;3425
11320;4449
12880;5548
14440;5745
16000;5935
